ID,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion
4311,Mask2Former,True,True,3,Distance Max,10%,110%,110%
4312,Mask2Former,True,True,3,Distance Max,15%,90%,90%
4313,Mask2Former,True,True,3,Distance Max,15%,90%,100%
4314,Mask2Former,True,True,3,Distance Max,15%,90%,110%
4315,Mask2Former,True,True,3,Distance Max,15%,100%,90%
4316,Mask2Former,True,True,3,Distance Max,15%,100%,100%
4317,Mask2Former,True,True,3,Distance Max,15%,100%,110%
4318,Mask2Former,True,True,3,Distance Max,15%,110%,90%
4319,Mask2Former,True,True,3,Distance Max,15%,110%,100%
4320,Mask2Former,True,True,3,Distance Max,15%,110%,110%
4321,Mask2Former,True,True,3,Voronoi,0%,90%,90%
4322,Mask2Former,True,True,3,Voronoi,0%,90%,100%
4323,Mask2Former,True,True,3,Voronoi,0%,90%,110%
4324,Mask2Former,True,True,3,Voronoi,0%,100%,90%
4325,Mask2Former,True,True,3,Voronoi,0%,100%,100%
4326,Mask2Former,True,True,3,Voronoi,0%,100%,110%
4327,Mask2Former,True,True,3,Voronoi,0%,110%,90%
4328,Mask2Former,True,True,3,Voronoi,0%,110%,100%
4329,Mask2Former,True,True,3,Voronoi,0%,110%,110%
4330,Mask2Former,True,True,3,Voronoi,5%,90%,90%
4331,Mask2Former,True,True,3,Voronoi,5%,90%,100%
4332,Mask2Former,True,True,3,Voronoi,5%,90%,110%
4333,Mask2Former,True,True,3,Voronoi,5%,100%,90%
4334,Mask2Former,True,True,3,Voronoi,5%,100%,100%
4335,Mask2Former,True,True,3,Voronoi,5%,100%,110%
4336,Mask2Former,True,True,3,Voronoi,5%,110%,90%
4337,Mask2Former,True,True,3,Voronoi,5%,110%,100%
4338,Mask2Former,True,True,3,Voronoi,5%,110%,110%
4339,Mask2Former,True,True,3,Voronoi,10%,90%,90%
4340,Mask2Former,True,True,3,Voronoi,10%,90%,100%
4341,Mask2Former,True,True,3,Voronoi,10%,90%,110%
4342,Mask2Former,True,True,3,Voronoi,10%,100%,90%
4343,Mask2Former,True,True,3,Voronoi,10%,100%,100%
4344,Mask2Former,True,True,3,Voronoi,10%,100%,110%
4345,Mask2Former,True,True,3,Voronoi,10%,110%,90%
4346,Mask2Former,True,True,3,Voronoi,10%,110%,100%
4347,Mask2Former,True,True,3,Voronoi,10%,110%,110%
4348,Mask2Former,True,True,3,Voronoi,15%,90%,90%
4349,Mask2Former,True,True,3,Voronoi,15%,90%,100%
4350,Mask2Former,True,True,3,Voronoi,15%,90%,110%
4351,Mask2Former,True,True,3,Voronoi,15%,100%,90%
4352,Mask2Former,True,True,3,Voronoi,15%,100%,100%
4353,Mask2Former,True,True,3,Voronoi,15%,100%,110%
4354,Mask2Former,True,True,3,Voronoi,15%,110%,90%
4355,Mask2Former,True,True,3,Voronoi,15%,110%,100%
4356,Mask2Former,True,True,3,Voronoi,15%,110%,110%
4357,Mask2Former,True,True,4,Random,0%,90%,90%
4358,Mask2Former,True,True,4,Random,0%,90%,100%
4359,Mask2Former,True,True,4,Random,0%,90%,110%
4360,Mask2Former,True,True,4,Random,0%,100%,90%
4361,Mask2Former,True,True,4,Random,0%,100%,100%
4362,Mask2Former,True,True,4,Random,0%,100%,110%
4363,Mask2Former,True,True,4,Random,0%,110%,90%
4364,Mask2Former,True,True,4,Random,0%,110%,100%
4365,Mask2Former,True,True,4,Random,0%,110%,110%
4366,Mask2Former,True,True,4,Random,5%,90%,90%
4367,Mask2Former,True,True,4,Random,5%,90%,100%
4368,Mask2Former,True,True,4,Random,5%,90%,110%
4369,Mask2Former,True,True,4,Random,5%,100%,90%
4370,Mask2Former,True,True,4,Random,5%,100%,100%
4371,Mask2Former,True,True,4,Random,5%,100%,110%
4372,Mask2Former,True,True,4,Random,5%,110%,90%
4373,Mask2Former,True,True,4,Random,5%,110%,100%
4374,Mask2Former,True,True,4,Random,5%,110%,110%
4375,Mask2Former,True,True,4,Random,10%,90%,90%
4376,Mask2Former,True,True,4,Random,10%,90%,100%
4377,Mask2Former,True,True,4,Random,10%,90%,110%
4378,Mask2Former,True,True,4,Random,10%,100%,90%
4379,Mask2Former,True,True,4,Random,10%,100%,100%
4380,Mask2Former,True,True,4,Random,10%,100%,110%
4381,Mask2Former,True,True,4,Random,10%,110%,90%
4382,Mask2Former,True,True,4,Random,10%,110%,100%
4383,Mask2Former,True,True,4,Random,10%,110%,110%
4384,Mask2Former,True,True,4,Random,15%,90%,90%
4385,Mask2Former,True,True,4,Random,15%,90%,100%
4386,Mask2Former,True,True,4,Random,15%,90%,110%
4387,Mask2Former,True,True,4,Random,15%,100%,90%
4388,Mask2Former,True,True,4,Random,15%,100%,100%
4389,Mask2Former,True,True,4,Random,15%,100%,110%
4390,Mask2Former,True,True,4,Random,15%,110%,90%
4391,Mask2Former,True,True,4,Random,15%,110%,100%
4392,Mask2Former,True,True,4,Random,15%,110%,110%
4393,Mask2Former,True,True,4,Distance Max,0%,90%,90%
4394,Mask2Former,True,True,4,Distance Max,0%,90%,100%
4395,Mask2Former,True,True,4,Distance Max,0%,90%,110%
4396,Mask2Former,True,True,4,Distance Max,0%,100%,90%
4397,Mask2Former,True,True,4,Distance Max,0%,100%,100%
4398,Mask2Former,True,True,4,Distance Max,0%,100%,110%
4399,Mask2Former,True,True,4,Distance Max,0%,110%,90%
4400,Mask2Former,True,True,4,Distance Max,0%,110%,100%
4401,Mask2Former,True,True,4,Distance Max,0%,110%,110%
4402,Mask2Former,True,True,4,Distance Max,5%,90%,90%
4403,Mask2Former,True,True,4,Distance Max,5%,90%,100%
4404,Mask2Former,True,True,4,Distance Max,5%,90%,110%
4405,Mask2Former,True,True,4,Distance Max,5%,100%,90%
4406,Mask2Former,True,True,4,Distance Max,5%,100%,100%
4407,Mask2Former,True,True,4,Distance Max,5%,100%,110%
4408,Mask2Former,True,True,4,Distance Max,5%,110%,90%
4409,Mask2Former,True,True,4,Distance Max,5%,110%,100%
4410,Mask2Former,True,True,4,Distance Max,5%,110%,110%
4411,Mask2Former,True,True,4,Distance Max,10%,90%,90%
4412,Mask2Former,True,True,4,Distance Max,10%,90%,100%
4413,Mask2Former,True,True,4,Distance Max,10%,90%,110%
4414,Mask2Former,True,True,4,Distance Max,10%,100%,90%
4415,Mask2Former,True,True,4,Distance Max,10%,100%,100%
4416,Mask2Former,True,True,4,Distance Max,10%,100%,110%
4417,Mask2Former,True,True,4,Distance Max,10%,110%,90%
4418,Mask2Former,True,True,4,Distance Max,10%,110%,100%
4419,Mask2Former,True,True,4,Distance Max,10%,110%,110%
4420,Mask2Former,True,True,4,Distance Max,15%,90%,90%
4421,Mask2Former,True,True,4,Distance Max,15%,90%,100%
4422,Mask2Former,True,True,4,Distance Max,15%,90%,110%
4423,Mask2Former,True,True,4,Distance Max,15%,100%,90%
4424,Mask2Former,True,True,4,Distance Max,15%,100%,100%
4425,Mask2Former,True,True,4,Distance Max,15%,100%,110%
4426,Mask2Former,True,True,4,Distance Max,15%,110%,90%
4427,Mask2Former,True,True,4,Distance Max,15%,110%,100%
4428,Mask2Former,True,True,4,Distance Max,15%,110%,110%
4429,Mask2Former,True,True,4,Voronoi,0%,90%,90%
4430,Mask2Former,True,True,4,Voronoi,0%,90%,100%
4431,Mask2Former,True,True,4,Voronoi,0%,90%,110%
4432,Mask2Former,True,True,4,Voronoi,0%,100%,90%
4433,Mask2Former,True,True,4,Voronoi,0%,100%,100%
4434,Mask2Former,True,True,4,Voronoi,0%,100%,110%
4435,Mask2Former,True,True,4,Voronoi,0%,110%,90%
4436,Mask2Former,True,True,4,Voronoi,0%,110%,100%
4437,Mask2Former,True,True,4,Voronoi,0%,110%,110%
4438,Mask2Former,True,True,4,Voronoi,5%,90%,90%
4439,Mask2Former,True,True,4,Voronoi,5%,90%,100%
4440,Mask2Former,True,True,4,Voronoi,5%,90%,110%
4441,Mask2Former,True,True,4,Voronoi,5%,100%,90%
4442,Mask2Former,True,True,4,Voronoi,5%,100%,100%
4443,Mask2Former,True,True,4,Voronoi,5%,100%,110%
4444,Mask2Former,True,True,4,Voronoi,5%,110%,90%
4445,Mask2Former,True,True,4,Voronoi,5%,110%,100%
4446,Mask2Former,True,True,4,Voronoi,5%,110%,110%
4447,Mask2Former,True,True,4,Voronoi,10%,90%,90%
4448,Mask2Former,True,True,4,Voronoi,10%,90%,100%
4449,Mask2Former,True,True,4,Voronoi,10%,90%,110%
4450,Mask2Former,True,True,4,Voronoi,10%,100%,90%
4451,Mask2Former,True,True,4,Voronoi,10%,100%,100%
4452,Mask2Former,True,True,4,Voronoi,10%,100%,110%
4453,Mask2Former,True,True,4,Voronoi,10%,110%,90%
4454,Mask2Former,True,True,4,Voronoi,10%,110%,100%
4455,Mask2Former,True,True,4,Voronoi,10%,110%,110%
4456,Mask2Former,True,True,4,Voronoi,15%,90%,90%
4457,Mask2Former,True,True,4,Voronoi,15%,90%,100%
4458,Mask2Former,True,True,4,Voronoi,15%,90%,110%
4459,Mask2Former,True,True,4,Voronoi,15%,100%,90%
4460,Mask2Former,True,True,4,Voronoi,15%,100%,100%
4461,Mask2Former,True,True,4,Voronoi,15%,100%,110%
4462,Mask2Former,True,True,4,Voronoi,15%,110%,90%
4463,Mask2Former,True,True,4,Voronoi,15%,110%,100%
4464,Mask2Former,True,True,4,Voronoi,15%,110%,110%
4465,Mask2Former,True,True,5,Random,0%,90%,90%
4466,Mask2Former,True,True,5,Random,0%,90%,100%
4467,Mask2Former,True,True,5,Random,0%,90%,110%
4468,Mask2Former,True,True,5,Random,0%,100%,90%
4469,Mask2Former,True,True,5,Random,0%,100%,100%
4470,Mask2Former,True,True,5,Random,0%,100%,110%
4471,Mask2Former,True,True,5,Random,0%,110%,90%
4472,Mask2Former,True,True,5,Random,0%,110%,100%
4473,Mask2Former,True,True,5,Random,0%,110%,110%
4474,Mask2Former,True,True,5,Random,5%,90%,90%
4475,Mask2Former,True,True,5,Random,5%,90%,100%
4476,Mask2Former,True,True,5,Random,5%,90%,110%
4477,Mask2Former,True,True,5,Random,5%,100%,90%
4478,Mask2Former,True,True,5,Random,5%,100%,100%
4479,Mask2Former,True,True,5,Random,5%,100%,110%
4480,Mask2Former,True,True,5,Random,5%,110%,90%
4481,Mask2Former,True,True,5,Random,5%,110%,100%
4482,Mask2Former,True,True,5,Random,5%,110%,110%
4483,Mask2Former,True,True,5,Random,10%,90%,90%
4484,Mask2Former,True,True,5,Random,10%,90%,100%
4485,Mask2Former,True,True,5,Random,10%,90%,110%
4486,Mask2Former,True,True,5,Random,10%,100%,90%
4487,Mask2Former,True,True,5,Random,10%,100%,100%
4488,Mask2Former,True,True,5,Random,10%,100%,110%
4489,Mask2Former,True,True,5,Random,10%,110%,90%
4490,Mask2Former,True,True,5,Random,10%,110%,100%
4491,Mask2Former,True,True,5,Random,10%,110%,110%
4492,Mask2Former,True,True,5,Random,15%,90%,90%
4493,Mask2Former,True,True,5,Random,15%,90%,100%
4494,Mask2Former,True,True,5,Random,15%,90%,110%
4495,Mask2Former,True,True,5,Random,15%,100%,90%
4496,Mask2Former,True,True,5,Random,15%,100%,100%
4497,Mask2Former,True,True,5,Random,15%,100%,110%
4498,Mask2Former,True,True,5,Random,15%,110%,90%
4499,Mask2Former,True,True,5,Random,15%,110%,100%
4500,Mask2Former,True,True,5,Random,15%,110%,110%
4501,Mask2Former,True,True,5,Distance Max,0%,90%,90%
4502,Mask2Former,True,True,5,Distance Max,0%,90%,100%
4503,Mask2Former,True,True,5,Distance Max,0%,90%,110%
4504,Mask2Former,True,True,5,Distance Max,0%,100%,90%
4505,Mask2Former,True,True,5,Distance Max,0%,100%,100%
4506,Mask2Former,True,True,5,Distance Max,0%,100%,110%
4507,Mask2Former,True,True,5,Distance Max,0%,110%,90%
4508,Mask2Former,True,True,5,Distance Max,0%,110%,100%
4509,Mask2Former,True,True,5,Distance Max,0%,110%,110%
4510,Mask2Former,True,True,5,Distance Max,5%,90%,90%
4511,Mask2Former,True,True,5,Distance Max,5%,90%,100%
4512,Mask2Former,True,True,5,Distance Max,5%,90%,110%
4513,Mask2Former,True,True,5,Distance Max,5%,100%,90%
4514,Mask2Former,True,True,5,Distance Max,5%,100%,100%
4515,Mask2Former,True,True,5,Distance Max,5%,100%,110%
4516,Mask2Former,True,True,5,Distance Max,5%,110%,90%
4517,Mask2Former,True,True,5,Distance Max,5%,110%,100%
4518,Mask2Former,True,True,5,Distance Max,5%,110%,110%
4519,Mask2Former,True,True,5,Distance Max,10%,90%,90%
4520,Mask2Former,True,True,5,Distance Max,10%,90%,100%
4521,Mask2Former,True,True,5,Distance Max,10%,90%,110%
4522,Mask2Former,True,True,5,Distance Max,10%,100%,90%
4523,Mask2Former,True,True,5,Distance Max,10%,100%,100%
4524,Mask2Former,True,True,5,Distance Max,10%,100%,110%
4525,Mask2Former,True,True,5,Distance Max,10%,110%,90%
4526,Mask2Former,True,True,5,Distance Max,10%,110%,100%
4527,Mask2Former,True,True,5,Distance Max,10%,110%,110%
4528,Mask2Former,True,True,5,Distance Max,15%,90%,90%
4529,Mask2Former,True,True,5,Distance Max,15%,90%,100%
4530,Mask2Former,True,True,5,Distance Max,15%,90%,110%
4531,Mask2Former,True,True,5,Distance Max,15%,100%,90%
4532,Mask2Former,True,True,5,Distance Max,15%,100%,100%
4533,Mask2Former,True,True,5,Distance Max,15%,100%,110%
4534,Mask2Former,True,True,5,Distance Max,15%,110%,90%
4535,Mask2Former,True,True,5,Distance Max,15%,110%,100%
4536,Mask2Former,True,True,5,Distance Max,15%,110%,110%
4537,Mask2Former,True,True,5,Voronoi,0%,90%,90%
4538,Mask2Former,True,True,5,Voronoi,0%,90%,100%
4539,Mask2Former,True,True,5,Voronoi,0%,90%,110%
4540,Mask2Former,True,True,5,Voronoi,0%,100%,90%
4541,Mask2Former,True,True,5,Voronoi,0%,100%,100%
4542,Mask2Former,True,True,5,Voronoi,0%,100%,110%
4543,Mask2Former,True,True,5,Voronoi,0%,110%,90%
4544,Mask2Former,True,True,5,Voronoi,0%,110%,100%
4545,Mask2Former,True,True,5,Voronoi,0%,110%,110%
4546,Mask2Former,True,True,5,Voronoi,5%,90%,90%
4547,Mask2Former,True,True,5,Voronoi,5%,90%,100%
4548,Mask2Former,True,True,5,Voronoi,5%,90%,110%
4549,Mask2Former,True,True,5,Voronoi,5%,100%,90%
4550,Mask2Former,True,True,5,Voronoi,5%,100%,100%
4551,Mask2Former,True,True,5,Voronoi,5%,100%,110%
4552,Mask2Former,True,True,5,Voronoi,5%,110%,90%
4553,Mask2Former,True,True,5,Voronoi,5%,110%,100%
4554,Mask2Former,True,True,5,Voronoi,5%,110%,110%
4555,Mask2Former,True,True,5,Voronoi,10%,90%,90%
4556,Mask2Former,True,True,5,Voronoi,10%,90%,100%
4557,Mask2Former,True,True,5,Voronoi,10%,90%,110%
4558,Mask2Former,True,True,5,Voronoi,10%,100%,90%
4559,Mask2Former,True,True,5,Voronoi,10%,100%,100%
4560,Mask2Former,True,True,5,Voronoi,10%,100%,110%
4561,Mask2Former,True,True,5,Voronoi,10%,110%,90%
4562,Mask2Former,True,True,5,Voronoi,10%,110%,100%
4563,Mask2Former,True,True,5,Voronoi,10%,110%,110%
4564,Mask2Former,True,True,5,Voronoi,15%,90%,90%
4565,Mask2Former,True,True,5,Voronoi,15%,90%,100%
4566,Mask2Former,True,True,5,Voronoi,15%,90%,110%
4567,Mask2Former,True,True,5,Voronoi,15%,100%,90%
4568,Mask2Former,True,True,5,Voronoi,15%,100%,100%
4569,Mask2Former,True,True,5,Voronoi,15%,100%,110%
4570,Mask2Former,True,True,5,Voronoi,15%,110%,90%
4571,Mask2Former,True,True,5,Voronoi,15%,110%,100%
4572,Mask2Former,True,True,5,Voronoi,15%,110%,110%
4573,Mask2Former,True,True,6,Random,0%,90%,90%
4574,Mask2Former,True,True,6,Random,0%,90%,100%
4575,Mask2Former,True,True,6,Random,0%,90%,110%
4576,Mask2Former,True,True,6,Random,0%,100%,90%
4577,Mask2Former,True,True,6,Random,0%,100%,100%
4578,Mask2Former,True,True,6,Random,0%,100%,110%
4579,Mask2Former,True,True,6,Random,0%,110%,90%
4580,Mask2Former,True,True,6,Random,0%,110%,100%
4581,Mask2Former,True,True,6,Random,0%,110%,110%
4582,Mask2Former,True,True,6,Random,5%,90%,90%
4583,Mask2Former,True,True,6,Random,5%,90%,100%
4584,Mask2Former,True,True,6,Random,5%,90%,110%
4585,Mask2Former,True,True,6,Random,5%,100%,90%
4586,Mask2Former,True,True,6,Random,5%,100%,100%
4587,Mask2Former,True,True,6,Random,5%,100%,110%
4588,Mask2Former,True,True,6,Random,5%,110%,90%
4589,Mask2Former,True,True,6,Random,5%,110%,100%
4590,Mask2Former,True,True,6,Random,5%,110%,110%
4591,Mask2Former,True,True,6,Random,10%,90%,90%
4592,Mask2Former,True,True,6,Random,10%,90%,100%
4593,Mask2Former,True,True,6,Random,10%,90%,110%
4594,Mask2Former,True,True,6,Random,10%,100%,90%
4595,Mask2Former,True,True,6,Random,10%,100%,100%
4596,Mask2Former,True,True,6,Random,10%,100%,110%
4597,Mask2Former,True,True,6,Random,10%,110%,90%
4598,Mask2Former,True,True,6,Random,10%,110%,100%
4599,Mask2Former,True,True,6,Random,10%,110%,110%
4600,Mask2Former,True,True,6,Random,15%,90%,90%
4601,Mask2Former,True,True,6,Random,15%,90%,100%
4602,Mask2Former,True,True,6,Random,15%,90%,110%
4603,Mask2Former,True,True,6,Random,15%,100%,90%
4604,Mask2Former,True,True,6,Random,15%,100%,100%
4605,Mask2Former,True,True,6,Random,15%,100%,110%
4606,Mask2Former,True,True,6,Random,15%,110%,90%
4607,Mask2Former,True,True,6,Random,15%,110%,100%
4608,Mask2Former,True,True,6,Random,15%,110%,110%
4609,Mask2Former,True,True,6,Distance Max,0%,90%,90%
4610,Mask2Former,True,True,6,Distance Max,0%,90%,100%
4611,Mask2Former,True,True,6,Distance Max,0%,90%,110%
4612,Mask2Former,True,True,6,Distance Max,0%,100%,90%
4613,Mask2Former,True,True,6,Distance Max,0%,100%,100%
4614,Mask2Former,True,True,6,Distance Max,0%,100%,110%
4615,Mask2Former,True,True,6,Distance Max,0%,110%,90%
4616,Mask2Former,True,True,6,Distance Max,0%,110%,100%
4617,Mask2Former,True,True,6,Distance Max,0%,110%,110%
4618,Mask2Former,True,True,6,Distance Max,5%,90%,90%
4619,Mask2Former,True,True,6,Distance Max,5%,90%,100%
4620,Mask2Former,True,True,6,Distance Max,5%,90%,110%
4621,Mask2Former,True,True,6,Distance Max,5%,100%,90%
4622,Mask2Former,True,True,6,Distance Max,5%,100%,100%
4623,Mask2Former,True,True,6,Distance Max,5%,100%,110%
4624,Mask2Former,True,True,6,Distance Max,5%,110%,90%
4625,Mask2Former,True,True,6,Distance Max,5%,110%,100%
4626,Mask2Former,True,True,6,Distance Max,5%,110%,110%
4627,Mask2Former,True,True,6,Distance Max,10%,90%,90%
4628,Mask2Former,True,True,6,Distance Max,10%,90%,100%
4629,Mask2Former,True,True,6,Distance Max,10%,90%,110%
4630,Mask2Former,True,True,6,Distance Max,10%,100%,90%
4631,Mask2Former,True,True,6,Distance Max,10%,100%,100%
4632,Mask2Former,True,True,6,Distance Max,10%,100%,110%
4633,Mask2Former,True,True,6,Distance Max,10%,110%,90%
4634,Mask2Former,True,True,6,Distance Max,10%,110%,100%
4635,Mask2Former,True,True,6,Distance Max,10%,110%,110%
4636,Mask2Former,True,True,6,Distance Max,15%,90%,90%
4637,Mask2Former,True,True,6,Distance Max,15%,90%,100%
4638,Mask2Former,True,True,6,Distance Max,15%,90%,110%
4639,Mask2Former,True,True,6,Distance Max,15%,100%,90%
4640,Mask2Former,True,True,6,Distance Max,15%,100%,100%
4641,Mask2Former,True,True,6,Distance Max,15%,100%,110%
4642,Mask2Former,True,True,6,Distance Max,15%,110%,90%
4643,Mask2Former,True,True,6,Distance Max,15%,110%,100%
4644,Mask2Former,True,True,6,Distance Max,15%,110%,110%
4645,Mask2Former,True,True,6,Voronoi,0%,90%,90%
4646,Mask2Former,True,True,6,Voronoi,0%,90%,100%
4647,Mask2Former,True,True,6,Voronoi,0%,90%,110%
4648,Mask2Former,True,True,6,Voronoi,0%,100%,90%
4649,Mask2Former,True,True,6,Voronoi,0%,100%,100%
4650,Mask2Former,True,True,6,Voronoi,0%,100%,110%
4651,Mask2Former,True,True,6,Voronoi,0%,110%,90%
4652,Mask2Former,True,True,6,Voronoi,0%,110%,100%
4653,Mask2Former,True,True,6,Voronoi,0%,110%,110%
4654,Mask2Former,True,True,6,Voronoi,5%,90%,90%
4655,Mask2Former,True,True,6,Voronoi,5%,90%,100%
4656,Mask2Former,True,True,6,Voronoi,5%,90%,110%
4657,Mask2Former,True,True,6,Voronoi,5%,100%,90%
4658,Mask2Former,True,True,6,Voronoi,5%,100%,100%
4659,Mask2Former,True,True,6,Voronoi,5%,100%,110%
4660,Mask2Former,True,True,6,Voronoi,5%,110%,90%
4661,Mask2Former,True,True,6,Voronoi,5%,110%,100%
4662,Mask2Former,True,True,6,Voronoi,5%,110%,110%
4663,Mask2Former,True,True,6,Voronoi,10%,90%,90%
4664,Mask2Former,True,True,6,Voronoi,10%,90%,100%
4665,Mask2Former,True,True,6,Voronoi,10%,90%,110%
4666,Mask2Former,True,True,6,Voronoi,10%,100%,90%
4667,Mask2Former,True,True,6,Voronoi,10%,100%,100%
4668,Mask2Former,True,True,6,Voronoi,10%,100%,110%
4669,Mask2Former,True,True,6,Voronoi,10%,110%,90%
4670,Mask2Former,True,True,6,Voronoi,10%,110%,100%
4671,Mask2Former,True,True,6,Voronoi,10%,110%,110%
4672,Mask2Former,True,True,6,Voronoi,15%,90%,90%
4673,Mask2Former,True,True,6,Voronoi,15%,90%,100%
4674,Mask2Former,True,True,6,Voronoi,15%,90%,110%
4675,Mask2Former,True,True,6,Voronoi,15%,100%,90%
4676,Mask2Former,True,True,6,Voronoi,15%,100%,100%
4677,Mask2Former,True,True,6,Voronoi,15%,100%,110%
4678,Mask2Former,True,True,6,Voronoi,15%,110%,90%
4679,Mask2Former,True,True,6,Voronoi,15%,110%,100%
4680,Mask2Former,True,True,6,Voronoi,15%,110%,110%
4681,Mask2Former,True,True,7,Random,0%,90%,90%
4682,Mask2Former,True,True,7,Random,0%,90%,100%
4683,Mask2Former,True,True,7,Random,0%,90%,110%
4684,Mask2Former,True,True,7,Random,0%,100%,90%
4685,Mask2Former,True,True,7,Random,0%,100%,100%
4686,Mask2Former,True,True,7,Random,0%,100%,110%
4687,Mask2Former,True,True,7,Random,0%,110%,90%
4688,Mask2Former,True,True,7,Random,0%,110%,100%
4689,Mask2Former,True,True,7,Random,0%,110%,110%
4690,Mask2Former,True,True,7,Random,5%,90%,90%
4691,Mask2Former,True,True,7,Random,5%,90%,100%
4692,Mask2Former,True,True,7,Random,5%,90%,110%
4693,Mask2Former,True,True,7,Random,5%,100%,90%
4694,Mask2Former,True,True,7,Random,5%,100%,100%
4695,Mask2Former,True,True,7,Random,5%,100%,110%
4696,Mask2Former,True,True,7,Random,5%,110%,90%
4697,Mask2Former,True,True,7,Random,5%,110%,100%
4698,Mask2Former,True,True,7,Random,5%,110%,110%
4699,Mask2Former,True,True,7,Random,10%,90%,90%
4700,Mask2Former,True,True,7,Random,10%,90%,100%
4701,Mask2Former,True,True,7,Random,10%,90%,110%
4702,Mask2Former,True,True,7,Random,10%,100%,90%
4703,Mask2Former,True,True,7,Random,10%,100%,100%
4704,Mask2Former,True,True,7,Random,10%,100%,110%
4705,Mask2Former,True,True,7,Random,10%,110%,90%
4706,Mask2Former,True,True,7,Random,10%,110%,100%
4707,Mask2Former,True,True,7,Random,10%,110%,110%
4708,Mask2Former,True,True,7,Random,15%,90%,90%
4709,Mask2Former,True,True,7,Random,15%,90%,100%
4710,Mask2Former,True,True,7,Random,15%,90%,110%
4711,Mask2Former,True,True,7,Random,15%,100%,90%
4712,Mask2Former,True,True,7,Random,15%,100%,100%
4713,Mask2Former,True,True,7,Random,15%,100%,110%
4714,Mask2Former,True,True,7,Random,15%,110%,90%
4715,Mask2Former,True,True,7,Random,15%,110%,100%
4716,Mask2Former,True,True,7,Random,15%,110%,110%
4717,Mask2Former,True,True,7,Distance Max,0%,90%,90%
4718,Mask2Former,True,True,7,Distance Max,0%,90%,100%
4719,Mask2Former,True,True,7,Distance Max,0%,90%,110%
4720,Mask2Former,True,True,7,Distance Max,0%,100%,90%
4721,Mask2Former,True,True,7,Distance Max,0%,100%,100%
4722,Mask2Former,True,True,7,Distance Max,0%,100%,110%
4723,Mask2Former,True,True,7,Distance Max,0%,110%,90%
4724,Mask2Former,True,True,7,Distance Max,0%,110%,100%
4725,Mask2Former,True,True,7,Distance Max,0%,110%,110%
4726,Mask2Former,True,True,7,Distance Max,5%,90%,90%
4727,Mask2Former,True,True,7,Distance Max,5%,90%,100%
4728,Mask2Former,True,True,7,Distance Max,5%,90%,110%
4729,Mask2Former,True,True,7,Distance Max,5%,100%,90%
4730,Mask2Former,True,True,7,Distance Max,5%,100%,100%
4731,Mask2Former,True,True,7,Distance Max,5%,100%,110%
4732,Mask2Former,True,True,7,Distance Max,5%,110%,90%
4733,Mask2Former,True,True,7,Distance Max,5%,110%,100%
4734,Mask2Former,True,True,7,Distance Max,5%,110%,110%
4735,Mask2Former,True,True,7,Distance Max,10%,90%,90%
4736,Mask2Former,True,True,7,Distance Max,10%,90%,100%
4737,Mask2Former,True,True,7,Distance Max,10%,90%,110%
4738,Mask2Former,True,True,7,Distance Max,10%,100%,90%
4739,Mask2Former,True,True,7,Distance Max,10%,100%,100%
4740,Mask2Former,True,True,7,Distance Max,10%,100%,110%
4741,Mask2Former,True,True,7,Distance Max,10%,110%,90%
4742,Mask2Former,True,True,7,Distance Max,10%,110%,100%
4743,Mask2Former,True,True,7,Distance Max,10%,110%,110%
4744,Mask2Former,True,True,7,Distance Max,15%,90%,90%
4745,Mask2Former,True,True,7,Distance Max,15%,90%,100%
4746,Mask2Former,True,True,7,Distance Max,15%,90%,110%
4747,Mask2Former,True,True,7,Distance Max,15%,100%,90%
4748,Mask2Former,True,True,7,Distance Max,15%,100%,100%
4749,Mask2Former,True,True,7,Distance Max,15%,100%,110%
4750,Mask2Former,True,True,7,Distance Max,15%,110%,90%
4751,Mask2Former,True,True,7,Distance Max,15%,110%,100%
4752,Mask2Former,True,True,7,Distance Max,15%,110%,110%
4753,Mask2Former,True,True,7,Voronoi,0%,90%,90%
4754,Mask2Former,True,True,7,Voronoi,0%,90%,100%
4755,Mask2Former,True,True,7,Voronoi,0%,90%,110%
4756,Mask2Former,True,True,7,Voronoi,0%,100%,90%
4757,Mask2Former,True,True,7,Voronoi,0%,100%,100%
4758,Mask2Former,True,True,7,Voronoi,0%,100%,110%
4759,Mask2Former,True,True,7,Voronoi,0%,110%,90%
4760,Mask2Former,True,True,7,Voronoi,0%,110%,100%
4761,Mask2Former,True,True,7,Voronoi,0%,110%,110%
4762,Mask2Former,True,True,7,Voronoi,5%,90%,90%
4763,Mask2Former,True,True,7,Voronoi,5%,90%,100%
4764,Mask2Former,True,True,7,Voronoi,5%,90%,110%
4765,Mask2Former,True,True,7,Voronoi,5%,100%,90%
4766,Mask2Former,True,True,7,Voronoi,5%,100%,100%
4767,Mask2Former,True,True,7,Voronoi,5%,100%,110%
4768,Mask2Former,True,True,7,Voronoi,5%,110%,90%
4769,Mask2Former,True,True,7,Voronoi,5%,110%,100%
4770,Mask2Former,True,True,7,Voronoi,5%,110%,110%
4771,Mask2Former,True,True,7,Voronoi,10%,90%,90%
4772,Mask2Former,True,True,7,Voronoi,10%,90%,100%
4773,Mask2Former,True,True,7,Voronoi,10%,90%,110%
